collected_at,itemCode,itemName,shopName,price,rank,memory_gb,ssd_gb,availability,itemUrl
2026-08-16,rainbowpc:10056215,美品 フルHD 12.5インチ SONY VAIO ProPJ VJPJ21 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,41789,A(美品),,256,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12160913r/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-good:10947610,中古パソコン VAIO Pro PJ VJPJ218000417 ブラック【Core i5(2.4GHz)/8GB/256GB SSD/Win11Pro】 VAIO 当社3ヶ月間保証 イオシス,中古スマホとタブレットのイオシス,42800,C(ジャンク/訳あり),8,256,1,https://item.rakuten.co.jp/pc-good/410185/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10057454,使用1211時間 中古 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,42889,不明,,256,1,https://item.rakuten.co.jp/rainbowpc/vjpj-lly04020937m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056209,使用332時間 美品 フルHD 12.5インチ SONY VAIO VJPJ211 Windows11 卓越性能 第11世代Core i5-1135G7 16GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10対応可能 Win10）,レインボー家電,42889,A(美品),,256,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12151626s/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056116,中古 フルHD 12.5インチ SONY VAIO ProPJ VJPJ21 Windows11 卓越性能 第11世代Core i7-1165G7 16GB 爆速NVMe式512GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,42889,不明,,512,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12101147r/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056958,使用1173時間 中古 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i7-1165G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,42889,不明,,256,0,https://item.rakuten.co.jp/rainbowpc/vjp-lly02101733m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10058661,中古 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i7-1165G7 16GB 爆速NVMe式512GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,43989,不明,,512,1,https://item.rakuten.co.jp/rainbowpc/vjp-lly06121718m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10049488,中古 フルHD 12.5インチ SONY VAIO VJPJ218 Windows11 卓越性能 第11世代Core i7-1165G7 16GB 爆速NVMe式512GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,43989,不明,,512,0,https://item.rakuten.co.jp/pc-one/vjp-lly06121718m/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10047311,フルHD 12.5インチ 良品 SONY VAIO VJPJ218 / Windows11/ 卓越性能 第11世代Core i7-1165G7/ 16GB/ 爆速NVMe式256GB-SSD/ カメラ/ 無線Wi-Fi6/ Office付き/ Win11【中古ノートパソコン 中古パソコン 中古PC】税込送料無料 あす楽対応 当日発送,PCONE,44990,不明,,256,0,https://item.rakuten.co.jp/pc-one/sony12-xxx/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056047,良品 フルHD 12.5インチ SONY VAIO VJPJ218 / Windows11/ 卓越性能 第11世代Core i7-1165G7/ 16GB/ 爆速NVMe式256GB-SSD/ カメラ/ 無線Wi-Fi6/ Office付き/ Win11【中古ノートパソコン 中古パソコン 中古PC】税込送料無料 あす楽対応 即日発送,レインボー家電,44990,不明,,256,0,https://item.rakuten.co.jp/rainbowpc/sony12-xxx/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10053960,中古良品 フルHD 12.5インチ SONY Pro PJ VJPJ211 Windows11 卓越性能 第11世代Core i5-1135g7 8GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,45089,不明,,256,1,https://item.rakuten.co.jp/rainbowpc/vjpj-lly08071105r/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10045612,中古良品 フルHD 12.5インチ SONY Pro PJ VJPJ211 Windows11 卓越性能 第11世代Core i5-1135g7 8GB 爆速NVMe式256GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,45089,不明,,256,1,https://item.rakuten.co.jp/pc-one/vjpj-lly08071105r/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056099,中古 フルHD 12.5インチ VAIO Pro PJ VJPJ21 Windows11 卓越性能 第11世代Core i7-1165G7 16GB 爆速NVMe式512GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,47289,不明,,512,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12091871w/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-bank:10014004,VAIO Pro PJ(VJPJ21シリーズ) 12.5型約892g 狭額縁フルHD IRカメラ顔認証+指紋認証 Wi-Fi6(802.11ax)+Bluetooth5.2 第11世代Core i5-1135G7 メモリ16GB NVMeSSD256GB Type-C Thunderbolt4 USB4 キーボードバックライト HDMI Office Windows11 中古ノートパソコン,ALEX PC 楽天市場店,48400,新品/未開封,16,256,1,https://item.rakuten.co.jp/pc-bank/kk2581/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,miyamotoshouji:10002300,【美品・超高速PC・超軽量】◆ VAIO Pro PJ VJPJ218000984 / 12.5型◆超高速 Core i5-1135G7 [11世代 i5] /高速起動 新品SSD 512GB /大容量メモリ 8GB ◆最新 Windows 11 Pro / Office◆ win11対応 中古PC,宮本商事,49300,新品/未開封,8,512,0,https://item.rakuten.co.jp/miyamotoshouji/sony-01/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pc-one:10048778,中古 フルHD 12.5インチ VAIO ProPJ VJPJ218 Windows11 卓越性能 第11世代Core i7-1165G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,PCONE,49489,不明,,256,1,https://item.rakuten.co.jp/pc-one/vjpj-lly04240951w/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10057855,中古 フルHD 12.5インチ VAIO ProPJ VJPJ218 Windows11 卓越性能 第11世代Core i7-1165G7 16GB 爆速NVMe式256GB-SSD カメラ 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送（Windows10も対応可能 Win10）,レインボー家電,49489,不明,,256,1,https://item.rakuten.co.jp/rainbowpc/vjpj-lly04240951w/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,auc-tokutoku-pc:10019834,【中古】Bランク VAIO Pro PJ VJPJ21 第11世代 i5 1135G7 メモリ8GB NVMe256GB FHD液晶 SIMフリー Win11,得々パソコン楽天市場店,49800,A(美品),8,,0,https://item.rakuten.co.jp/auc-tokutoku-pc/vjpj-3239/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,auc-tokutoku-pc:10020627,【中古】Bランク VAIO Pro PJ VJPJ21 第11世代 i5 1135G7 メモリ8GB NVMe256GB FHD液晶 SIMフリー Win11,得々パソコン楽天市場店,49800,A(美品),8,,1,https://item.rakuten.co.jp/auc-tokutoku-pc/vjpj-1368/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,auc-tokutoku-pc:10020195,【中古】Bランク VAIO Pro PJ VJPJ21 第11世代 i5 1135G7 メモリ8GB NVMe256GB FHD液晶 SIMフリー Win11,得々パソコン楽天市場店,49800,S(極美品),8,,0,https://item.rakuten.co.jp/auc-tokutoku-pc/vjpj-3247/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,hyperlab:10007599,LTE VAIO Pro PJ VJPJ21 Core i5 1135G7 IrisXe Wi-Fi6 フルHD 12.5型 M.2SSD256G メモリ8G Webカメラ Thunderbolt4 Windows11【中古】,ハイパーラボ 楽天市場店,49800,不明,8,256,1,https://item.rakuten.co.jp/hyperlab/hl0619078/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,hyperlab:10007701,LTE Wi-Fi6 フルHD 12.5型 VAIO Pro PJ VJPJ21 Core i5 1135G7 M.2SSD256G メモリ8G Webカメラ Thunderbolt4 Windows11【中古】,ハイパーラボ 楽天市場店,49800,不明,8,256,1,https://item.rakuten.co.jp/hyperlab/hl0928094/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,auc-tokutoku-pc:10018555,【中古】Bランク VAIO Pro PJ VJPJ21 第11世代 i5 1135G7 メモリ8GB NVMe256GB FHD液晶 SIMフリー Win11,得々パソコン楽天市場店,49800,S(極美品),8,,0,https://item.rakuten.co.jp/auc-tokutoku-pc/vjpj-8785/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,rainbowpc:10056112,中古良品 フルHD 12.5インチ VAIO ProPJ VJPJ211EAE3B Windows11 卓越性能 第11世代Core i7-1165G7 16GB 爆速NVMe式PCIE4.0 512GB-SSD カメラ LTE 無線Wi-Fi6 Office付き Win11【中古ノートパソコン 中古パソコン 中古PC】送料無料 あす楽対応 即日発送,レインボー家電,50589,B(傷や汚れあり),,512,0,https://item.rakuten.co.jp/rainbowpc/vjpj-lly12101139w/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,seikishoji:10003733,【中古】超軽量 高性能フルHD SONY VAIO VJPJ211 12.5型 Core i7-1165G7 2.8GHz 16GB 爆速NVMe式256GB-SSD Win11 Webカメラ 無線LAN内蔵 Bluetooth HDMI USB-C【レビュー記入で保証期間を3ヶ月に延長します。必ず商品到着後1ヶ月保証の期間中にレビューをお願いします】,星輝商事 楽天市場店,52000,不明,16,,1,https://item.rakuten.co.jp/seikishoji/r260514da4aa/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,seikishoji:10003417,【中古】超軽量 高性能フルHD SONY VAIO VJPJ211 12.5型 Core i7-1165G7 2.8GHz 16GB 爆速NVMe式256GB-SSD Win11 Webカメラ 無線LAN内蔵 Bluetooth HDMI USB-C【レビュー記入で保証期間を3ヶ月に延長します。必ず商品到着後1ヶ月保証の期間中にレビューをお願いします】,星輝商事 楽天市場店,53000,不明,16,,1,https://item.rakuten.co.jp/seikishoji/r25112608295/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,tce-direct:10207897,VAIO VJPJ21 Core i7 1165G7 2.8GHz/16GB/512GB(SSD)/12.5W/FHD(1920x1080)/Win11 カメラ難あり【中古】【20240119】,TCEダイレクト楽天市場店,55300,不明,,,0,https://item.rakuten.co.jp/tce-direct/con54b233241/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,auc-tokutoku-pc:10020285,【中古】Bランク VAIO Pro PJ VJPJ21 第11世代 i5 1135G7 メモリ8GB NVMe256GB FHD液晶 SIMフリー Win11,得々パソコン楽天市場店,57800,S(極美品),8,,0,https://item.rakuten.co.jp/auc-tokutoku-pc/vjpj-2876/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,auc-tokutoku-pc:10022320,【中古】Aランク VAIO Pro PJ VJPJ21 第11世代 i5 1135G7 メモリ8GB NVMe256GB FHD液晶 SIMフリー Win11,得々パソコン楽天市場店,57800,S(極美品),8,,1,https://item.rakuten.co.jp/auc-tokutoku-pc/vjpj-3725/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,tce-direct:10228171,VAIO VJPJ211KBE3B Core i5 1135G7 2.4GHz/8GB/256GB(SSD)/12.5W/FHD(1920x1080)/Win11【中古】【20240802】,TCEダイレクト楽天市場店,58500,C(ジャンク/訳あり),,,0,https://item.rakuten.co.jp/tce-direct/con545244583/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,comfull-premium:10045793,VAIO VJPJ211KBE3B Core i5 1135G7 2.4GHz/8GB/256GB(SSD)/12.5W/FHD(1920x1080)/Win11【中古】【20240802】,PCコンフルプレミアム楽天市場店,61500,C(ジャンク/訳あり),,,0,https://item.rakuten.co.jp/comfull-premium/con545244583/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pckujira:10253077,中古パソコン 中古 ノートパソコン Office付き バッテリー良好 VAIO バイオ 11世代 軽量 Windows11 Pro VAIO VJPJ218000009 Corei5 16GBメモリ 12.5型 中古 パソコン ノートパソコン,中古パソコン くじらや,65000,不明,16,,0,https://item.rakuten.co.jp/pckujira/ok5698z25/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pceco:10071616,中古パソコン 中古 ノートパソコン Office付き バッテリー良好 VAIO バイオ 11世代 軽量 Windows11 Pro VAIO VJPJ218000009 Corei5 16GBメモリ 12.5型 中古 パソコン ノートパソコン,中古パソコン PCエコ,65000,不明,16,,0,https://item.rakuten.co.jp/pceco/ok5698z25/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,yuukou-pczone:10001299,【第11世代CPU搭載】Windows11 Office付き SONY 12.5インチ ノートPC VAIO Pro PJ VJPJ21シリーズ 第11世代 Core i5-1135G7 メモリ16GB SSD256GB Wi-Fi 6 Webカメラ内蔵 bluetooth 軽量約887g 送料無料 ノートパソコン 中古パソコン,DigitalPark,65800,不明,16,256,1,https://item.rakuten.co.jp/yuukou-pczone/sony-vjpj211jae3b-i5/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,tce-direct:10213221,VAIO VJPJ211KBE3B Core i5 1135G7 2.4GHz/8GB/256GB(SSD)/12.5W/FHD(1920x1080)/LTE/Win11【中古】【20240322】,TCEダイレクト楽天市場店,65800,C(ジャンク/訳あり),,,0,https://item.rakuten.co.jp/tce-direct/con542242160/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,tce-direct:10213236,VAIO VJPJ211KBE3B Core i5 1135G7 2.4GHz/8GB/256GB(SSD)/12.5W/FHD(1920x1080)/LTE/Win11【中古】【20240322】,TCEダイレクト楽天市場店,65800,C(ジャンク/訳あり),,,0,https://item.rakuten.co.jp/tce-direct/con542242161/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,yuukou-pczone:10001392,【第11世代CPU搭載】Windows11 Office付き SONY 12.5インチ ノートPC VAIO VJPJ21JAE3B Core i5-1135G7 メモリ16GB SSD256GB Wi-Fi 6 Webカメラ内蔵 bluetooth 軽量 送料無料 ノートパソコン 中古パソコン,DigitalPark,66800,不明,16,256,1,https://item.rakuten.co.jp/yuukou-pczone/sony-vjpj211jae3b-i5-16g/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,janpara:10685658,【中古】VAIO VAIO Pro PJ VJPJ218001106【i7-1165G7 16G 256G(SSD) 1GbE WiFi 12LCD(1920x1080)】【大須】保証期間1ヶ月【ランクC】,じゃんぱら楽天市場店,66980,不明,16,1,1,https://item.rakuten.co.jp/janpara/65324362-65/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,comfull-premium:10033097,VAIO VJPJ211KBE3B Core i5 1135G7 2.4GHz/8GB/256GB(SSD)/12.5W/FHD(1920x1080)/LTE/Win11【中古】【20240322】,PCコンフルプレミアム楽天市場店,69100,C(ジャンク/訳あり),,,0,https://item.rakuten.co.jp/comfull-premium/con542242160/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,comfull-premium:10033092,VAIO VJPJ211KBE3B Core i5 1135G7 2.4GHz/8GB/256GB(SSD)/12.5W/FHD(1920x1080)/LTE/Win11【中古】【20240322】,PCコンフルプレミアム楽天市場店,69100,C(ジャンク/訳あり),,,0,https://item.rakuten.co.jp/comfull-premium/con542242161/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pckujira:10249605,中古パソコン 中古 ノートパソコン Office付き 11世代 2021年製 VAIO バイオ 仕事用 Windows11 Pro VAIO VAIO Pro VJPJ21 Corei5 16GBメモリ 12.5型 中古 パソコン ノートパソコン,中古パソコン くじらや,74000,不明,16,,0,https://item.rakuten.co.jp/pckujira/ok5179z25/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,pceco:10068015,中古パソコン 中古 ノートパソコン Office付き 11世代 2021年製 VAIO バイオ 仕事用 Windows11 Pro VAIO VAIO Pro VJPJ21 Corei5 16GBメモリ 12.5型 中古 パソコン ノートパソコン,中古パソコン PCエコ,74000,不明,16,,0,https://item.rakuten.co.jp/pceco/ok5179z25/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,yuukou-pczone:10001298,【第11世代CPU搭載】Windows11 Office付き SONY 12.5インチ ノートPC VAIO Pro PJ VJPJ21シリーズ 第11世代 Core i7-1165G7 メモリ16GB SSD512GB Webカメラ内蔵 bluetooth 軽量約887g 送料無料 ノートパソコン 中古パソコン,DigitalPark,79800,不明,16,512,1,https://item.rakuten.co.jp/yuukou-pczone/sony-vjpj218001118-i7/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,janpara:10626660,【中古】VAIO VAIO Pro PJ VJPJ211KBE1B ファインブラック【i5-1135G7 8G 256G(SSD) WiFi 12.5LCD(1920x1080)】【新宿】保証期間1ヶ月【ランクB】,じゃんぱら楽天市場店,80980,不明,16,,0,https://item.rakuten.co.jp/janpara/49313100-49/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,akitrading:10000274,【超人気モバイルPC】中古 ノート SONY VAIO VJPJ218シリーズ 第11世代 Core i5 パソコン PC 中古パソコン M.2 NVMe SSD搭載 Windows11 Office2021 WiFi メモリ16GB SSD256GB Bluetooth Webカメラ 顔認証 モバイルPC ギフト 在宅 アキデジタル,AKI Digital,85000,不明,16,256,0,https://item.rakuten.co.jp/akitrading/sony-vaio-vjpj218/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,hikaritv:10174055,VAIO VAIO Pro PJ (i5/8/256/Win10DGF/12.5/LTE) VJPJ214000003,ひかりTVショッピング 楽天市場店,264300,不明,,,0,https://item.rakuten.co.jp/hikaritv/5410238281/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
2026-08-16,hikaritv:10174059,VAIO VAIO Pro PJ (i7/16/256/W10DGF/12.5/LTE) VJPJ214000005,ひかりTVショッピング 楽天市場店,322890,不明,,,0,https://item.rakuten.co.jp/hikaritv/5410238285/?rafcid=wsc_i_is_2988064a-dd55-4b3c-98aa-2a977822afe9
